PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,Toluene,AQI,year,month,day,weekday,dayofyear,Date,City
41.77,78.13968228640579,9.6,21.3,16.76,51.1,0.82,11.13,2.7,69.0,2018.0,7.0,18.0,2.0,199.0,2018-07-18,Chennai
25.7,80.46,20.26,39.56,34.38,12.96,1.15,26.2,11.49,83.0,2016.0,8.0,16.0,1.0,229.0,2016-08-16,Visakhapatnam
158.245,289.98,41.43,36.38,81.08874999999999,28.93,2.86,29.545,0.0,398.5,2018.0,3.0,4.0,6.0,63.0,2018-03-04,Talcher
16.35,47.41,41.43,18.87,78.87,12.64,1.4,11.88,0.0,98.0,2020.0,5.0,24.0,6.0,145.0,2020-05-24,Kochi
115.35,178.56,14.535105169783742,16.99,29.81874027195431,8.88,2.7,6.04,6.7430207904520785,302.0,2017.0,12.0,15.0,4.0,349.0,2017-12-15,Brajrajnagar
57.49,133.85,21.67,13.4,26.17,62.17999999999999,0.64,16.25,4.403131289615544,126.0,2019.0,11.0,13.0,2.0,317.0,2019-11-13,Brajrajnagar
133.94,211.73774095452268,2.55,7.6,4.22,28.061235319212983,2.51,3.81,3.26,231.0,2015.0,10.0,19.0,0.0,292.0,2015-10-19,Lucknow
70.3,134.14,8.62,45.89,10.47,19.35,0.0,7.48,0.31,161.0,2017.0,2.0,9.0,3.0,40.0,2017-02-09,Hyderabad
60.73,113.69216666676402,8.16,16.53,14.37,62.17999999999999,0.86,3.2,4.35,134.0,2016.0,4.0,20.0,2.0,111.0,2016-04-20,Chennai
97.51435357439023,236.20967018814815,41.43,46.38,13.32,4.9,1.22,28.13,10.51291067307966,264.21857562632795,2015.0,1.0,7.0,2.0,7.0,2015-01-07,Chennai
158.245,289.98,41.43,55.64,72.47,57.3,1.92,9.64,21.975,354.0,2019.0,12.0,19.0,3.0,353.0,2019-12-19,Delhi
48.28,81.37541414552766,8.51,12.16,10.97,62.17999999999999,0.17,6.62,3.4,77.0,2017.0,12.0,31.0,6.0,365.0,2017-12-31,Chennai
74.06,113.37,9.67,10.02,18.03503512392058,6.32,1.4079672600506483,29.545,8.386402397184838,202.0,2019.0,1.0,27.0,6.0,27.0,2019-01-27,Jorapokhar
36.89,76.61,6.62,18.83,15.39,13.96,0.57,7.04,2.88,76.0,2018.0,3.0,20.0,1.0,79.0,2018-03-20,Amaravati
21.91,70.76,17.8,10.68,27.51,11.97,0.78,6.82,1.54,69.0,2020.0,3.0,31.0,1.0,91.0,2020-03-31,Amritsar
35.58,83.38,15.88,15.89,31.36,12.46,0.61,9.978389520484825,2.13,89.0,2019.0,4.0,12.0,4.0,102.0,2019-04-12,Amritsar
21.93960295633657,41.84,1.98,9.14,6.47,3.64,1.22,3.92,3.0421126601347623,76.0,2017.0,12.0,3.0,6.0,337.0,2017-12-03,Thiruvananthapuram
46.04,141.66,5.19,14.95,11.86,11.73,0.77,5.2,2.99,156.0,2020.0,6.0,2.0,1.0,154.0,2020-06-02,Gurugram
26.11,69.28,3.38,26.65,16.54,12.52,0.78,6.26,8.83,83.0,2018.0,5.0,27.0,6.0,147.0,2018-05-27,Hyderabad
54.93,152.6,27.31,38.26,63.69,9.08,0.0,12.21828523520196,1.64,158.0,2018.0,11.0,18.0,6.0,322.0,2018-11-18,Amritsar
25.66,25.78,14.65,18.54,21.54,62.17999999999999,0.26,3.82,0.6074846011111958,66.0,2020.0,3.0,10.0,1.0,70.0,2020-03-10,Brajrajnagar
56.99,104.79577022172884,5.62,15.37,11.31,62.17999999999999,0.76,3.41,3.39,120.0,2016.0,4.0,27.0,2.0,118.0,2016-04-27,Chennai
33.9,64.61,2.59,15.97,10.54,14.52,0.55,7.78,0.01,87.0,2019.0,2.0,16.0,5.0,47.0,2019-02-16,Amaravati
14.46,41.09,3.08,7.98,6.53,4.01,0.89,5.53,2.4365292931083786,59.0,2018.0,5.0,29.0,1.0,149.0,2018-05-29,Thiruvananthapuram
158.245,295.4750439481518,41.43,59.6,64.87,49.9,1.94,8.66,1.72,398.5,2017.0,12.0,27.0,2.0,361.0,2017-12-27,Lucknow
38.22,179.5413115287613,41.0,60.3,60.01,28.956490219938814,2.86,29.545,21.975,398.5,2018.0,8.0,31.0,4.0,243.0,2018-08-31,Ahmedabad
16.52,28.89,0.97,2.78,1.12,2.9,0.16,9.14,21.975,25.0,2020.0,6.0,1.0,0.0,153.0,2020-06-01,Shillong
61.83,104.38,9.26,53.12,16.3,39.06,0.61,29.545,1.54,152.0,2016.0,11.0,12.0,5.0,317.0,2016-11-12,Hyderabad
69.33,136.56,7.91,50.13,33.14,20.13,1.0,8.51,21.975,143.0,2017.0,12.0,13.0,2.0,347.0,2017-12-13,Hyderabad
88.49138635077972,167.63090774714374,10.16,11.24,12.99,58.05,0.97,7.77,6.49,209.24377428306343,2015.0,2.0,27.0,4.0,58.0,2015-02-27,Chennai
96.8,172.27,10.06,13.83,22.12,19.52,0.86,5.4,2.56,253.0,2019.0,11.0,9.0,5.0,313.0,2019-11-09,Chennai
73.88,166.94,5.72,10.48,10.81,4.99,0.68,6.57,2.77,157.0,2020.0,6.0,14.0,6.0,166.0,2020-06-14,Gurugram
18.0,46.0,0.9,3.398163860979139,0.0,0.12,0.01,2.4,0.11,35.31841126510699,2017.0,10.0,27.0,4.0,300.0,2017-10-27,Visakhapatnam
48.64,89.85196186741564,8.53,7.96,14.01,62.17999999999999,1.35,4.69,0.22952599790380646,129.0,2015.0,12.0,17.0,3.0,351.0,2015-12-17,Chennai
140.01,259.40558510436995,7.78,23.93,6.24,33.96126578270605,1.33,4.27,4.25,350.0,2017.0,5.0,8.0,0.0,128.0,2017-05-08,Lucknow
30.69,32.7,7.56,16.58,24.14,5.06,0.45,12.08,0.0,69.0,2019.0,11.0,17.0,6.0,321.0,2019-11-17,Coimbatore
130.02,234.99053629368382,31.42,9.73,4.22,34.56101730651676,2.56,4.85,1.33,270.0,2015.0,12.0,19.0,5.0,353.0,2015-12-19,Lucknow
30.81,68.3422333173487,3.86,7.99,6.24,17.02083668352384,1.5,12.65,0.25,83.0,2015.0,8.0,14.0,4.0,226.0,2015-08-14,Lucknow
53.947041324263665,119.42,6.87,2.77,9.65,1.17,0.64,10.68,2.13,102.0,2019.0,9.0,17.0,1.0,260.0,2019-09-17,Chandigarh
88.37,289.98,9.72,35.01,41.7,17.829048738979736,2.67,18.33,12.573375017788521,210.0,2019.0,12.0,11.0,2.0,345.0,2019-12-11,Talcher
33.47,58.14,3.97,38.47,42.44,20.1,0.55,7.76,7.29,79.0,2019.0,4.0,7.0,6.0,97.0,2019-04-07,Kolkata
11.11,34.98,4.1,8.06,12.21,11.48,0.34,5.45,11.32,45.0,2020.0,6.0,20.0,5.0,172.0,2020-06-20,Kolkata
39.01,107.52,9.13,19.84,18.09,27.43,0.98,3.9,7.88,107.0,2016.0,4.0,23.0,5.0,114.0,2016-04-23,Bengaluru
12.52,38.64,8.87,16.21,15.81,11.92,1.59,9.48,6.085962957285801,92.0,2019.0,12.0,26.0,3.0,360.0,2019-12-26,Thiruvananthapuram
52.59,92.57,6.92,11.32,10.69,14.4591037412481,2.86,25.09,10.94351371396317,242.0,2019.0,12.0,13.0,4.0,347.0,2019-12-13,Ahmedabad
33.48,67.16,14.37,35.57,49.93,7.44,1.54,1.4,15.27,85.0,2018.0,8.0,6.0,0.0,218.0,2018-08-06,Kolkata
58.93,85.65,4.16,8.74,7.11,3.67,1.5,14.75,4.306682934488094,82.0,2018.0,11.0,26.0,0.0,330.0,2018-11-26,Thiruvananthapuram
29.79,83.11,6.46,29.89,20.72,21.21,0.42,9.62,4.22,72.0,2019.0,8.0,13.0,1.0,225.0,2019-08-13,Hyderabad
158.245,291.4214889539819,41.43,53.57,73.3,49.48,2.13,9.5,2.72,398.5,2017.0,12.0,28.0,3.0,362.0,2017-12-28,Lucknow
76.12,137.44,9.77,30.51,38.62,47.95,1.0,10.43,6.16,228.0,2016.0,2.0,21.0,6.0,52.0,2016-02-21,Delhi
139.37,289.98,41.43,76.42499999999998,81.08874999999999,29.38,2.08,29.545,17.43,314.0,2016.0,4.0,26.0,1.0,117.0,2016-04-26,Delhi
34.1,71.91,2.7,30.72,16.025254546994347,16.55,0.69,8.82,0.27,88.0,2017.0,8.0,23.0,2.0,235.0,2017-08-23,Jaipur
16.51,58.2,0.85,24.04,13.44,9.09,0.11,6.41,9.44,46.0,2020.0,5.0,10.0,6.0,131.0,2020-05-10,Visakhapatnam
5.72,14.48,5.47,12.4,5.52,4.38,0.15,3.27,0.46,46.0,2017.0,7.0,19.0,2.0,200.0,2017-07-19,Hyderabad
129.44,231.17870714887192,1.37,13.27,4.99,28.522550564286348,1.28,7.62,4.425709194353658,299.0,2016.0,5.0,4.0,2.0,125.0,2016-05-04,Gurugram
31.0,96.43200820385528,33.68,46.08,35.97,19.212373840695363,1.24,29.545,11.23523116011711,87.0,2019.0,10.0,1.0,1.0,274.0,2019-10-01,Patna
18.92,30.78,1.51,6.8,4.44,1.22,0.41,15.65,4.444801965359829,30.0,2020.0,6.0,7.0,6.0,159.0,2020-06-07,Guwahati
48.52,97.13,3.82,36.54,22.65,22.46,0.88,10.42,8.0117343444781,121.0,2019.0,12.0,13.0,4.0,347.0,2019-12-13,Bhopal
3.45,4.98,0.88,2.58,1.06,2.67,0.17,7.77,21.975,17.0,2020.0,5.0,21.0,3.0,142.0,2020-05-21,Shillong
21.27,33.11,1.42,7.34,4.63,5.87,0.36,14.29,4.152863023528425,44.0,2020.0,5.0,6.0,2.0,127.0,2020-05-06,Guwahati
132.69,265.78,16.21,76.42499999999998,62.29,14.25,1.28,28.06,8.93,298.0,2019.0,1.0,2.0,2.0,2.0,2019-01-02,Visakhapatnam
66.21,123.68,41.43,42.59,81.08874999999999,21.29,0.84,11.35,5.48,171.0,2020.0,1.0,24.0,4.0,24.0,2020-01-24,Patna
13.58,31.07,0.73,3.64,2.15,1.44,0.67,1.36,1.8221244103025356,42.0,2019.0,8.0,21.0,2.0,233.0,2019-08-21,Thiruvananthapuram
123.48,205.56,22.07,45.46,48.06,39.32,2.52,11.35,3.78,271.0,2018.0,1.0,31.0,2.0,31.0,2018-01-31,Delhi
32.61,104.58,5.32,30.53,0.0,28.54,0.48,2.59,1.65,113.0,2017.0,4.0,2.0,6.0,92.0,2017-04-02,Bengaluru
63.77,166.31,12.93,31.27,34.21,43.33,2.58,5.91,3.83,309.0,2015.0,6.0,10.0,2.0,161.0,2015-06-10,Delhi
158.245,290.89637954827936,38.71,50.08,54.3,41.71033878081903,0.29,9.99,0.0,348.0,2019.0,6.0,11.0,1.0,162.0,2019-06-11,Gurugram
82.30940479999906,161.55019687589424,17.736499002789607,32.98275023557653,33.473254174940166,28.46045141345371,1.3482395865888255,11.561649130310343,6.728239940226558,215.48976084448714,2015.0,12.0,11.0,4.0,345.0,2015-12-11,Ahmedabad
80.84603596417814,164.32811907622613,16.611194149643225,31.3021388466733,32.28821049705857,27.809006130151147,1.3258230294679676,12.406610976426919,6.01091226017445,212.02180115074407,2016.0,4.0,1.0,4.0,92.0,2016-04-01,Ahmedabad
90.96,162.28,9.2,9.86,19.579195550878694,6.31,0.0,10.98,5.7234270442341995,238.0,2019.0,2.0,15.0,4.0,46.0,2019-02-15,Jorapokhar
36.46,59.85,6.65,24.81,27.4,10.11,1.1,6.73,5.040052953870827,102.0,2020.0,2.0,27.0,3.0,58.0,2020-02-27,Thiruvananthapuram
60.36,161.24,9.533018368584065,8.64,14.41620307389735,7.81,0.64,4.88,2.799991945252941,119.0,2018.0,4.0,24.0,1.0,114.0,2018-04-24,Amritsar
95.3,289.98,22.67,0.33,22.04,6.94,2.22,29.545,13.1136978485996,356.0,2018.0,11.0,29.0,3.0,333.0,2018-11-29,Talcher
71.91,147.98,41.43,48.22,81.08874999999999,16.59,1.09,8.48,21.975,133.0,2019.0,11.0,4.0,0.0,308.0,2019-11-04,Kolkata
61.3,95.96,5.33,2.88,5.37,10.4,1.94,12.42,1.0589993957113393,110.0,2016.0,1.0,30.0,5.0,30.0,2016-01-30,Hyderabad
44.52,90.44,41.43,0.64,81.08874999999999,5.81,1.3,22.03,0.0,116.0,2020.0,3.0,21.0,5.0,81.0,2020-03-21,Kochi
40.03,141.42,11.35,40.83,30.06,4.1,0.69,21.41,9.24,135.0,2019.0,6.0,16.0,6.0,167.0,2019-06-16,Visakhapatnam
46.16,115.95,11.52,17.19,18.59,16.35,0.8586607104845116,9.18,2.51,116.0,2018.0,2.0,25.0,6.0,56.0,2018-02-25,Amaravati
17.69,32.39,41.43,4.34,72.24,3.31,0.92,16.74,0.0,88.0,2020.0,4.0,15.0,2.0,106.0,2020-04-15,Kochi
40.93,95.38,6.74,26.91,26.08,17.74,0.83,4.57,4.29,107.0,2019.0,3.0,2.0,5.0,61.0,2019-03-02,Bengaluru
51.65,127.06,10.52,18.38,22.27,18.38,0.88,11.9,7.03,102.0,2019.0,2.0,1.0,4.0,32.0,2019-02-01,Jaipur
70.47,126.44051500152614,8.49,25.69,22.54,23.152746856242402,1.1,6.07,4.37522316113791,140.0,2018.0,7.0,24.0,1.0,205.0,2018-07-24,Gurugram
122.12,268.58,41.43,57.92,80.24,34.38,1.79,14.08,21.975,248.0,2019.0,10.0,23.0,2.0,296.0,2019-10-23,Delhi
10.73,27.82,3.1,14.09,9.82,1.69,0.81,6.66,3.8600035148432426,65.0,2018.0,7.0,10.0,1.0,191.0,2018-07-10,Thiruvananthapuram
16.51,77.75,7.41,30.97,0.0,23.52,0.54,4.72,0.39,51.0,2017.0,6.0,11.0,6.0,162.0,2017-06-11,Bengaluru
100.56,195.61488795184346,3.91,24.45,8.94,20.99776300461008,1.12,29.545,2.7,236.0,2018.0,2.0,9.0,4.0,40.0,2018-02-09,Patna
64.3970461707131,128.14194511246774,15.481675732967746,28.658783982234468,30.091217156948005,23.418106655114343,1.1210238366919334,11.030655750418305,6.584086247571918,164.53239802286953,2017.0,12.0,9.0,5.0,343.0,2017-12-09,Jorapokhar
106.34,216.71213824543906,24.49,58.79,30.08,28.008679703091957,0.96,29.545,15.32,217.0,2019.0,2.0,18.0,0.0,49.0,2019-02-18,Patna
31.28,87.45,24.16,47.49,50.72,23.713687966288262,2.86,29.545,21.975,398.5,2019.0,9.0,1.0,6.0,244.0,2019-09-01,Ahmedabad
54.55,155.48,8.65,37.14,37.22,23.45,0.58,7.97,9.4,149.0,2018.0,4.0,18.0,2.0,108.0,2018-04-18,Jaipur
158.245,289.25894157982043,3.91,15.64,8.87,33.66126235870138,1.53,7.0,5.472387712797058,398.5,2016.0,1.0,31.0,6.0,31.0,2016-01-31,Lucknow
27.89,94.44,5.57,43.7,27.77,2.49,0.75,12.47,10.61,112.0,2019.0,6.0,13.0,3.0,164.0,2019-06-13,Visakhapatnam
11.29,24.44,3.23,12.47,9.09,43.25,0.58,9.62,0.56,41.0,2020.0,4.0,22.0,2.0,113.0,2020-04-22,Chandigarh
67.6815987676487,139.55182201960338,14.31865609367122,27.263334624106847,28.46959251668045,24.587796734933363,1.1247067891998754,11.62853123100274,5.0810814707284635,170.3845617865327,2017.0,2.0,22.0,2.0,53.0,2017-02-22,Patna
63.57,246.89,17.71,24.82,29.73,33.84,0.71,9.86,17.19,234.0,2018.0,8.0,5.0,6.0,217.0,2018-08-05,Delhi
143.66,251.41956911728732,9.48,34.67,6.24,35.874580820805704,1.27,3.59,3.66,289.0,2017.0,5.0,19.0,4.0,139.0,2017-05-19,Lucknow
3.42,28.85,7.27,60.78,14.71,25.960430285505026,0.16,20.63758715669212,14.46874052048122,266.0,2018.0,2.0,15.0,3.0,46.0,2018-02-15,Gurugram
49.2,130.9704860225661,19.46,33.32,31.25,17.07,2.73,21.84,21.975,176.0,2015.0,5.0,11.0,0.0,131.0,2015-05-11,Chennai
155.84,260.27,41.43,59.04,81.08874999999999,35.46740250617472,1.82,29.545,6.0,318.0,2019.0,11.0,21.0,3.0,325.0,2019-11-21,Gurugram
27.2,81.05,12.31,5.87,18.4,10.24,0.52,3.65,6.8,81.28307381571267,2018.0,2.0,26.0,0.0,57.0,2018-02-26,Amritsar
84.93,187.15,17.48,10.4,26.72,12.02,0.3,9.07,2.22,190.0,2020.0,2.0,11.0,1.0,42.0,2020-02-11,Amritsar
23.5,52.79,4.05,9.36,4.6,56.25,1.5,8.21,2.8883433515891284,102.0,2019.0,9.0,23.0,0.0,266.0,2019-09-23,Brajrajnagar
53.80409582223046,114.63672741939081,13.072428596039089,24.504426199831983,26.96982782147984,20.038172318022816,0.9998451283908645,11.825119793978047,5.5560219864394185,137.44412295390248,2019.0,2.0,28.0,3.0,59.0,2019-02-28,Visakhapatnam
38.9,120.33,12.73,27.19,24.81,24.31,0.79,2.88,3.92,116.0,2019.0,4.0,26.0,4.0,116.0,2019-04-26,Visakhapatnam
135.42,289.98,41.43,63.9,81.08874999999999,37.83,2.01,18.89,9.07,333.0,2015.0,12.0,13.0,6.0,347.0,2015-12-13,Delhi
36.27,171.45217013816477,25.63,45.79,41.46,23.780864221149614,2.86,29.545,21.975,398.5,2018.0,6.0,28.0,3.0,179.0,2018-06-28,Ahmedabad
17.07,45.6,5.16,13.32,15.94,6.9,0.6,7.21,2.06,55.0,2020.0,6.0,16.0,1.0,168.0,2020-06-16,Bengaluru
62.31061830418807,118.09799329770499,13.475019180663319,22.381364831717406,24.89984254022079,24.533284146854157,1.0512099299577229,8.01228789797176,0.0,152.83307803120533,2016.0,12.0,21.0,2.0,356.0,2016-12-21,Ahmedabad
19.54,24.5,1.572791431964621,14.92,7.34,6.39,0.86,5.66,0.0,44.0,2020.0,5.0,16.0,5.0,137.0,2020-05-16,Coimbatore
97.74,167.582416477577,6.16,16.72,18.82,53.87,2.56,14.97,2.85,197.0,2015.0,5.0,21.0,3.0,141.0,2015-05-21,Chennai
57.69,140.866045718863,23.26,57.53,35.06,21.65995914979476,1.12,29.545,21.975,133.0,2018.0,5.0,4.0,4.0,124.0,2018-05-04,Patna
27.19,52.66,2.48,12.02,7.7,5.86,0.4,14.54,4.69625360914722,45.0,2020.0,5.0,8.0,4.0,129.0,2020-05-08,Guwahati
76.72,148.79566568652263,7.12,12.56,12.24,5.76,1.14,2.53,10.82,173.0,2016.0,2.0,13.0,5.0,44.0,2016-02-13,Chennai
26.06,60.76,0.91,4.95,3.31,3.77,0.66,4.36,2.422210540535957,83.0,2019.0,3.0,10.0,6.0,69.0,2019-03-10,Thiruvananthapuram
40.72,96.14818003911932,8.58,29.4,19.66,13.843718402569493,1.46,29.545,6.47,109.0,2019.0,7.0,22.0,0.0,203.0,2019-07-22,Patna
22.01,48.55,2.9,10.09,11.79,10.45,0.83,5.11,0.43,68.0,2020.0,3.0,31.0,1.0,91.0,2020-03-31,Bengaluru
16.91,66.3,33.32,19.55,52.88,15.401821994839793,1.72,22.44,7.032714790330033,94.0,2019.0,4.0,4.0,3.0,94.0,2019-04-04,Mumbai
6.86,22.51,2.12,10.47,7.17,28.76,0.41,8.56,0.5,39.0,2020.0,4.0,19.0,6.0,110.0,2020-04-19,Chandigarh
42.19,131.75,4.07,25.22,0.0,28.36,1.46,6.85,1.74,119.0,2016.0,12.0,12.0,0.0,347.0,2016-12-12,Bengaluru
21.49,44.62,2.03,7.14,5.44,15.634276954554707,0.96,4.39,1.3543224190106002,56.0,2017.0,8.0,12.0,5.0,224.0,2017-08-12,Thiruvananthapuram
158.245,226.74,41.43,63.36,30.05,19.27,0.03,17.93,1.49,387.0,2017.0,1.0,21.0,5.0,21.0,2017-01-21,Delhi
130.81,226.76,18.54,23.77,36.1,62.17999999999999,2.86,9.57,5.667998168630447,307.0,2019.0,4.0,4.0,3.0,94.0,2019-04-04,Brajrajnagar
61.68,102.75,27.7,76.42499999999998,51.17,19.94,1.6,25.38,14.49,108.0,2016.0,11.0,24.0,3.0,329.0,2016-11-24,Visakhapatnam
102.15460750145537,188.208884248417,41.43,25.89,81.08874999999999,33.921632126813165,1.78,5.72,2.21,245.53938488653785,2015.0,9.0,14.0,0.0,257.0,2015-09-14,Patna
41.08,134.47,8.0,36.53,39.79,18.95845863418981,1.6,8.32,9.33507586894575,147.0,2019.0,12.0,15.0,6.0,349.0,2019-12-15,Talcher
24.03,90.54,3.55,25.75,0.0,23.87,0.61,6.85,0.85,53.0,2017.0,6.0,20.0,1.0,171.0,2017-06-20,Bengaluru
22.52,66.98,11.93,26.18,25.22,21.94,0.77,10.01,19.97,78.0,2019.0,9.0,28.0,5.0,271.0,2019-09-28,Delhi
23.35,91.83,4.6,7.1,7.6,7.8,0.62,11.15,0.52,84.59025895357354,2018.0,4.0,24.0,1.0,114.0,2018-04-24,Amaravati
23.22,53.78,5.23,19.29,17.87,13.18,0.81,5.24,1.56,73.0,2019.0,9.0,30.0,0.0,273.0,2019-09-30,Bengaluru
38.93,111.3,15.73,23.5,34.36,6.05,0.02,3.89,0.86,100.52666792347463,2018.0,11.0,15.0,3.0,319.0,2018-11-15,Amritsar
37.82,81.64,0.84,3.35,2.46,2.52,0.75,1.55,1.5883399228995358,86.0,2019.0,3.0,31.0,6.0,90.0,2019-03-31,Thiruvananthapuram
62.5,119.64784002375768,39.8,12.1,51.89,26.97473561321044,0.87,3.1,0.82,104.0,2016.0,4.0,25.0,0.0,116.0,2016-04-25,Patna
16.16,32.48,3.81,8.03,11.89,11.47,0.34,6.29,5.2,64.0,2020.0,5.0,8.0,4.0,129.0,2020-05-08,Kolkata
40.66,178.18010695429598,30.95,61.16,52.93,27.756004405324802,2.86,29.545,21.975,398.5,2018.0,8.0,22.0,2.0,234.0,2018-08-22,Ahmedabad
14.53,70.33,10.98,15.53,26.52,13.848997068586186,1.17,12.65,5.11668173349392,72.0,2018.0,7.0,6.0,4.0,187.0,2018-07-06,Mumbai
158.245,282.4063823789911,19.84,12.83,15.36,21.4996771544113,2.59,29.545,21.975,317.0,2018.0,11.0,18.0,6.0,322.0,2018-11-18,Patna
61.42,135.26641346294605,11.22,23.6,3.88,25.177018400408997,1.63,9.7,4.926391579177675,179.0,2016.0,7.0,7.0,3.0,189.0,2016-07-07,Lucknow
28.32,63.66,5.57,13.98,16.54,6.84,0.73,7.27,0.88,65.0,2020.0,6.0,18.0,3.0,170.0,2020-06-18,Bengaluru
38.01,74.51,41.43,19.55,61.12,27.62,1.17,3.53,2.58,86.0,2020.0,2.0,1.0,5.0,32.0,2020-02-01,Ernakulam
62.5,134.22,37.25,56.5,81.08874999999999,21.4,0.7,13.91,21.975,157.0,2020.0,1.0,25.0,5.0,25.0,2020-01-25,Kolkata
36.38,66.53,14.07,25.99,40.0,11.1,0.69,5.51,19.39,72.0,2019.0,10.0,5.0,5.0,278.0,2019-10-05,Kolkata
29.06,104.61,11.67,9.14,27.71,7.18,0.69,3.55,1.42,112.0,2018.0,3.0,9.0,4.0,68.0,2018-03-09,Amritsar
32.54,83.01,10.84,33.57,34.93,26.99,0.68,10.06,2.96,81.0,2019.0,8.0,20.0,1.0,232.0,2019-08-20,Jaipur
66.39,210.15278479695075,41.43,76.42499999999998,81.08874999999999,33.02569093621423,2.86,29.545,21.975,398.5,2019.0,4.0,21.0,6.0,111.0,2019-04-21,Ahmedabad
77.48766614593582,193.53,8.16,8.49,8.003645821023838,6.83,0.31,29.545,7.138643516120396,130.0,2018.0,3.0,7.0,2.0,66.0,2018-03-07,Jorapokhar
67.2186381029839,137.64005427297388,14.581231006958847,27.588978760064833,28.851020450442775,24.389183321611654,1.1268244198958977,11.531315161240514,5.39054601836915,169.81080623626713,2017.0,4.0,20.0,3.0,110.0,2017-04-20,Patna
63.58,133.36,25.41,16.76,21.96,19.057089955171932,0.38,21.72,0.0,100.0,2019.0,3.0,4.0,0.0,63.0,2019-03-04,Gurugram
56.65,95.79,18.38,60.92,14.28,31.24,0.47,29.545,1.14,117.0,2016.0,12.0,17.0,5.0,352.0,2016-12-17,Hyderabad
126.11,230.6307404530478,10.79,38.0,27.8,19.53,1.45,10.62,1.48,298.0,2019.0,4.0,26.0,4.0,116.0,2019-04-26,Lucknow
22.3,53.71,22.37,22.88,30.27,8.23,1.01,12.79,7.24,117.0,2017.0,3.0,6.0,0.0,65.0,2017-03-06,Visakhapatnam
26.47,68.35,10.84,14.04,18.115600532353483,27.7,0.0,4.25,0.5720543402933345,44.0,2017.0,5.0,30.0,1.0,150.0,2017-05-30,Amritsar
28.7,55.13,0.59,17.93,18.5,4.44,0.32,4.76,2.2,50.0,2018.0,6.0,30.0,5.0,181.0,2018-06-30,Kolkata
61.77572727372139,127.96841410855859,14.249854236717526,26.68874132136409,28.645159604044238,22.52207299704105,1.0860201713208804,11.770093632199519,5.758717579173549,157.87099495987877,2018.0,4.0,22.0,6.0,112.0,2018-04-22,Mumbai
12.84,56.35,17.38,22.11,38.35,16.129465030831852,1.27,12.79,5.506803778751305,73.0,2018.0,7.0,7.0,5.0,188.0,2018-07-07,Mumbai
17.85,41.64,39.34,18.52,55.43,16.18,0.89,11.87,4.660547138606034,72.0,2019.0,10.0,23.0,2.0,296.0,2019-10-23,Mumbai
54.332594781267055,110.88053868663133,7.7582469324873955,17.103477983282005,14.12,22.607723155392478,0.0,8.179259844877606,0.0,117.75001942204472,2016.0,1.0,15.0,4.0,15.0,2016-01-15,Mumbai
40.25,114.53818258647311,27.91,61.59,32.87,22.04944512268321,1.39,27.3,21.975,100.0,2018.0,8.0,20.0,0.0,232.0,2018-08-20,Patna
105.43,260.01,17.52,76.42499999999998,58.72,40.17,0.49,11.94,6.44,103.0,2016.0,9.0,28.0,2.0,272.0,2016-09-28,Delhi
34.5230565372599,71.1697592710866,1.4324384927943559,8.337117131572086,0.0,16.467319245906992,0.0,6.93586096816216,0.0,71.00546248009414,2017.0,6.0,24.0,5.0,175.0,2017-06-24,Visakhapatnam
14.82,19.67,11.65,0.35,15.83,23.19,0.31,9.06,10.96,31.0,2020.0,5.0,15.0,4.0,136.0,2020-05-15,Aizawl
20.07,36.35,41.43,15.68,65.21,12.0,1.33,12.31,0.0,83.0,2020.0,5.0,17.0,6.0,138.0,2020-05-17,Kochi
71.81,147.11,7.22,47.8,30.04,10.43,0.65,15.7,21.975,133.0,2018.0,11.0,23.0,4.0,327.0,2018-11-23,Hyderabad
104.21,214.24,27.06,25.04,45.85,62.17999999999999,2.86,8.33,5.131355395655078,261.0,2019.0,3.0,10.0,6.0,69.0,2019-03-10,Brajrajnagar
108.22,214.5,41.43,7.36,54.59,2.19,1.48,4.54,9.61,266.0,2017.0,12.0,4.0,0.0,338.0,2017-12-04,Amritsar
56.51,134.88,10.74,46.84,33.18,12.03,0.55,14.29,21.975,120.0,2018.0,10.0,28.0,6.0,301.0,2018-10-28,Hyderabad
46.67,97.23274413094373,12.22,16.74,28.97,20.74421753318461,1.05,11.76,0.62,123.0,2016.0,6.0,21.0,1.0,173.0,2016-06-21,Patna
16.29,72.17,17.69,10.6,27.18,12.27,0.76,17.75,1.1,69.0,2020.0,5.0,25.0,0.0,146.0,2020-05-25,Amritsar
63.563210283375426,127.69542208518033,14.859185710529728,27.733100459650586,29.053210351890357,23.425563312282748,1.0967774315668761,11.02390782122552,5.962849816498306,160.76876490612722,2017.0,9.0,27.0,2.0,270.0,2017-09-27,Jorapokhar
20.36,42.989879288612656,9.54,13.69,22.53,62.17999999999999,0.88,7.71,0.1,65.0,2018.0,11.0,21.0,2.0,325.0,2018-11-21,Chennai
105.02,240.52,14.64,50.77,61.13,48.53,1.48,13.98,5.87,256.0,2016.0,5.0,25.0,2.0,146.0,2016-05-25,Delhi
45.124925399167836,115.24,7.91,9.56,9.519803001996479,11.506039572190048,0.4,29.545,6.931239056212689,112.0,2017.0,5.0,18.0,3.0,138.0,2017-05-18,Jorapokhar
