PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,Toluene,AQI,year,month,day,weekday,dayofyear,Date,City
60.32,89.17,11.87,65.82,15.22,38.16,0.5,29.545,0.49,98.0,2016.0,11.0,22.0,1.0,327.0,2016-11-22,Hyderabad
32.46,52.66,4.99,23.58,11.01,35.92,0.52,4.53,4.97,58.0,2016.0,9.0,22.0,3.0,266.0,2016-09-22,Bengaluru
14.67,38.50062825411078,6.76,20.81,14.62,35.39,2.4,1.13,0.6611177645025919,57.0,2015.0,8.0,27.0,3.0,239.0,2015-08-27,Bengaluru
28.8,112.20511561684043,32.52,50.61,61.74,19.284000630972514,2.86,29.545,21.975,193.69235244807078,2019.0,7.0,31.0,2.0,212.0,2019-07-31,Ahmedabad
59.91947297991203,118.46480946483211,13.53497846061292,26.129751505114427,26.103717185082132,23.39242930885007,0.0,9.407813698081668,4.759026612045545,137.68114442586648,2016.0,11.0,12.0,5.0,317.0,2016-11-12,Mumbai
67.6587109746525,138.42365172195036,14.669577871571677,27.72253155482929,29.012566190471944,24.4625341302758,1.1338242163926275,11.578971090663458,5.432354529984195,171.2154887304623,2017.0,4.0,21.0,4.0,111.0,2017-04-21,Patna
137.13,221.46,16.97,9.95,26.71,12.99,0.48,10.68,2.49,254.0,2019.0,11.0,6.0,2.0,310.0,2019-11-06,Amritsar
60.95,137.16428717306485,32.33,76.42499999999998,40.88,31.23926409339424,1.37,13.15,21.975,105.0,2018.0,8.0,10.0,4.0,222.0,2018-08-10,Patna
149.95,289.98,10.25,4.88,15.1,6.18,2.86,29.545,10.526818010214356,359.0,2019.0,1.0,4.0,4.0,4.0,2019-01-04,Talcher
37.91,42.54,9.71,23.99,33.7,4.47,0.43,12.93,0.0,67.0,2019.0,11.0,16.0,5.0,320.0,2019-11-16,Coimbatore
47.216267732369296,93.08494135497153,10.436557161191708,18.64415463683713,20.235381038987043,20.849212914406735,0.0,7.465711609558866,0.0,99.25886440504019,2017.0,8.0,8.0,1.0,220.0,2017-08-08,Mumbai
39.23,96.29,17.26,31.43,32.82,24.45,0.99,9.63,21.975,112.0,2019.0,9.0,21.0,5.0,264.0,2019-09-21,Delhi
113.77,215.777326022627,6.82,15.68,8.36,20.907770805402834,1.73,29.545,3.36,265.0,2018.0,3.0,9.0,4.0,68.0,2018-03-09,Patna
158.245,289.98,19.18,38.56,45.6,62.17999999999999,2.86,3.48,11.12,375.0,2015.0,1.0,9.0,4.0,9.0,2015-01-09,Delhi
28.3,93.39,14.81,6.81,20.89,9.05,0.38,8.89,4.121459041008507,95.0,2020.0,4.0,9.0,3.0,100.0,2020-04-09,Mumbai
154.2,217.2,14.41,30.39,34.63,40.96,2.86,6.42,6.31,318.0,2015.0,1.0,27.0,1.0,27.0,2015-01-27,Delhi
86.98,219.14,15.85,28.77,33.69,22.745828783448133,0.5,12.441542850175551,6.4526428225130985,165.0,2018.0,5.0,20.0,6.0,140.0,2018-05-20,Gurugram
50.02,82.96702211981437,7.1,18.51,25.59,36.25,0.99,5.76,0.98,81.0,2019.0,7.0,12.0,4.0,193.0,2019-07-12,Chennai
56.285032480520485,113.5619196136106,9.730509556635806,19.25451070635097,18.51,23.322458874467884,0.0,8.194020049968344,0.0,121.79380430328365,2016.0,2.0,18.0,3.0,49.0,2016-02-18,Mumbai
158.245,275.4733588650497,7.03,17.49,16.24416565530919,29.417078244616278,0.64,15.89,3.55,327.0,2017.0,3.0,20.0,0.0,79.0,2017-03-20,Gurugram
16.93,56.6,2.09,6.06,4.93,14.86863858961533,0.64,3.97,1.3544636310631404,55.0,2017.0,7.0,25.0,1.0,206.0,2017-07-25,Thiruvananthapuram
102.6,203.62790257016218,7.74,25.85,22.166343641198182,28.598383553063968,1.34,8.2,7.22,298.0,2017.0,4.0,9.0,6.0,99.0,2017-04-09,Lucknow
65.03853706675814,135.83245860068678,4.77,16.27,9.73,14.88,2.42,6.47,8.48,181.94271489216953,2015.0,1.0,24.0,5.0,24.0,2015-01-24,Bengaluru
17.27,19.03,9.82,14.64,24.46,6.46,1.75,10.14,0.0,88.0,2019.0,10.0,27.0,6.0,300.0,2019-10-27,Coimbatore
28.99,64.46242947909468,6.84,27.51,17.75,20.460629363874887,0.81,5.31,1.15,65.0,2018.0,5.0,10.0,3.0,130.0,2018-05-10,Bengaluru
71.53095934549987,146.75271210772598,15.746975791745163,29.48626621114363,31.014941898097277,25.20199187896128,1.2299731590016096,12.207504550621593,6.183752780941973,188.28083436724773,2017.0,5.0,8.0,0.0,128.0,2017-05-08,Ahmedabad
73.79,146.2629121993391,17.08,5.33,17.26,6.4,2.86,16.3,6.860348360258172,198.93295885646967,2018.0,12.0,24.0,0.0,358.0,2018-12-24,Talcher
14.76,30.58,10.3,20.9,24.66,11.72,0.71,4.38,1.36,48.0,2019.0,8.0,6.0,1.0,218.0,2019-08-06,Bengaluru
83.0540276549519,156.28987628217646,11.62,14.8,17.39,50.48,1.0,6.87,0.8277272331229142,189.81085589781742,2015.0,2.0,11.0,2.0,42.0,2015-02-11,Chennai
37.68,106.10134706992312,6.39,9.49,15.88,17.71260737524358,2.86,16.15,6.9,216.0,2016.0,8.0,18.0,3.0,231.0,2016-08-18,Ahmedabad
79.2,127.54450545493955,6.0,8.35,7.57,23.170338014659592,0.27,5.25,0.0,109.0,2017.0,8.0,28.0,0.0,240.0,2017-08-28,Chennai
82.38,139.99826866643411,9.42,14.86,24.28,21.58,0.76,5.34,0.25,161.0,2018.0,9.0,14.0,4.0,257.0,2018-09-14,Chennai
146.04,289.98,41.43,67.72,56.02,31.36,0.79,21.36,7.8,337.0,2017.0,1.0,11.0,2.0,11.0,2017-01-11,Delhi
27.6,0.62,5.71,4.85,9.8,44.96,0.51,5.09,0.09,59.0,2020.0,3.0,27.0,4.0,87.0,2020-03-27,Chennai
63.24,140.29,41.43,19.74,81.08874999999999,5.01,0.91,10.3,6.093088647123409,136.0,2019.0,11.0,16.0,5.0,320.0,2019-11-16,Guwahati
95.21,169.26,39.47,41.68,79.89,19.77,1.32,16.04,10.209171083911428,229.0,2019.0,12.0,12.0,3.0,346.0,2019-12-12,Mumbai
33.47,134.83,3.6,29.05,13.84,16.059878236580744,0.54,2.42,21.975,143.0,2020.0,5.0,5.0,1.0,126.0,2020-05-05,Ahmedabad
56.32,98.60354300573431,7.12,19.54,14.04,57.23,0.82,5.36,1.63,103.0,2018.0,7.0,10.0,1.0,191.0,2018-07-10,Chennai
18.79,78.75,28.95,13.24,42.14,17.49,0.51,10.0,4.095022558641972,77.0,2019.0,7.0,19.0,4.0,200.0,2019-07-19,Mumbai
59.88199297822667,117.85505301308945,13.704993389850314,26.353206641446604,26.365594763588888,23.32438047227265,0.0,9.378091476274221,4.933661875585926,137.9841411738007,2016.0,12.0,11.0,6.0,346.0,2016-12-11,Mumbai
96.22,176.75450604880916,9.28,30.62,25.291368447552486,27.44863210485778,1.56,6.71,9.97,205.0,2017.0,2.0,27.0,0.0,58.0,2017-02-27,Lucknow
94.59364499453758,219.56508533352962,41.43,54.96,14.34,9.96,1.25,10.87,10.24,236.3567760419428,2015.0,3.0,18.0,2.0,77.0,2015-03-18,Chennai
22.92,49.475104218391834,10.55,7.27,17.82,18.898559315374087,0.32,3.19,-0.7752291303752372,41.0,2015.0,7.0,23.0,3.0,204.0,2015-07-23,Hyderabad
39.42,82.24,0.67,7.21,4.31,44.84,0.29,13.08,0.39,73.0,2020.0,6.0,28.0,6.0,180.0,2020-06-28,Chandigarh
30.48,69.23,9.24,67.05,43.17,20.44,1.28,29.545,0.07,116.75751148648851,2018.0,12.0,20.0,3.0,354.0,2018-12-20,Amaravati
84.04,227.33,14.05,22.36,36.4,10.04,2.86,14.15,8.674694665764378,235.0,2018.0,4.0,26.0,3.0,116.0,2018-04-26,Brajrajnagar
32.62,100.12,8.27,12.51,17.4,39.88,1.06,4.53,1.24,81.0,2018.0,6.0,19.0,1.0,170.0,2018-06-19,Bengaluru
46.69,92.64,2.95,29.13,17.88,10.57,0.72,8.71,11.24,96.0,2019.0,11.0,17.0,6.0,321.0,2019-11-17,Visakhapatnam
51.00634876112152,109.6491756767416,8.83,12.63,13.41,4.28,1.16,7.14,1.8007088756246503,127.71318810907542,2015.0,1.0,27.0,1.0,27.0,2015-01-27,Chennai
106.45,142.78,36.2,39.68,21.71,32.12,0.23,20.15,5.59,245.0,2017.0,3.0,9.0,3.0,68.0,2017-03-09,Delhi
91.95,190.47,5.85,45.44,25.01,17.12,2.06,23.66,0.9,203.0,2016.0,2.0,11.0,3.0,42.0,2016-02-11,Bengaluru
26.09,63.05,4.9,10.42,9.51,10.74,0.58,11.33,1.26,60.0,2018.0,3.0,15.0,3.0,74.0,2018-03-15,Amaravati
3.88,10.5,0.99,1.49,0.48,2.23,0.16,3.49,0.5605591883855823,6.659874570791544,2017.0,10.0,2.0,0.0,275.0,2017-10-02,Thiruvananthapuram
64.04,151.41,17.45,63.37,68.55,51.48,1.17,13.21,5.46,150.0,2020.0,2.0,12.0,2.0,43.0,2020-02-12,Jaipur
38.41,141.06,3.1,26.61,16.47,10.86,0.49,8.07,7.24,111.0,2019.0,5.0,2.0,3.0,122.0,2019-05-02,Hyderabad
26.04,76.71,5.44,21.04,18.29,18.94,0.57,5.33,1.54,85.0,2016.0,5.0,29.0,6.0,150.0,2016-05-29,Hyderabad
33.49,67.82,11.09,31.71,27.89,34.91,0.93,8.23,18.44,107.0,2019.0,8.0,25.0,6.0,237.0,2019-08-25,Delhi
74.99,139.9447340741251,5.86,28.8,19.61,17.72,1.09,7.58,1.25,169.0,2019.0,4.0,14.0,6.0,104.0,2019-04-14,Lucknow
39.7,68.8016880700718,9.2,13.52,22.7,62.17999999999999,0.88,6.21,0.54,82.0,2018.0,10.0,13.0,5.0,286.0,2018-10-13,Chennai
68.58164506079932,135.4252757758095,13.858018336768984,24.781924776912774,27.12,27.05026249073103,0.0,8.424336230908352,0.0,150.8239058165691,2015.0,3.0,7.0,5.0,66.0,2015-03-07,Mumbai
68.13,137.0593913030582,9.97,22.77,19.06,10.84,0.83,7.35,21.28,151.0,2020.0,5.0,18.0,0.0,139.0,2020-05-18,Lucknow
23.31,99.74,4.32,32.25,17.81,60.26,0.93,12.74,0.02,87.0,2018.0,2.0,4.0,6.0,35.0,2018-02-04,Bengaluru
83.55,229.71,37.13,17.64,36.08,23.849494222745534,2.54,14.53213909076328,4.745887580718545,153.0,2018.0,4.0,10.0,1.0,100.0,2018-04-10,Gurugram
16.81,32.46,4.15,10.69,14.88,12.49,0.39,5.57,7.01,49.0,2020.0,5.0,2.0,5.0,123.0,2020-05-02,Kolkata
10.27,19.92,7.38,13.77,6.37,3.71,0.06,13.08,1.7,56.0,2017.0,9.0,16.0,5.0,259.0,2017-09-16,Hyderabad
78.56,185.42706529309908,41.43,76.42499999999998,47.62,41.64379292425883,0.27,10.04,8.688687805837048,203.42181066362627,2016.0,3.0,7.0,0.0,67.0,2016-03-07,Gurugram
45.6328652118598,98.3564699765925,12.769234369748302,23.55007417822958,26.640791703107652,17.812926315320965,0.9252369526952501,11.648762642256429,6.1724418249062865,117.53186905415987,2020.0,5.0,25.0,0.0,146.0,2020-05-25,Brajrajnagar
106.36,177.55417704427236,2.12,2.97,5.09,23.803750167515318,1.2,4.21,0.5,199.0,2017.0,3.0,31.0,4.0,90.0,2017-03-31,Patna
68.14,118.99045749961306,10.69,16.63,14.02,62.17999999999999,0.86,5.79,2.27,113.0,2018.0,3.0,7.0,2.0,66.0,2018-03-07,Chennai
74.35,206.86550810182894,11.84,58.93,24.38,32.1937428874553,2.86,10.22,21.975,398.5,2019.0,3.0,31.0,6.0,90.0,2019-03-31,Ahmedabad
27.03,51.05,8.47,19.63,24.39,44.21,0.7,9.74,3.64,68.0,2019.0,8.0,29.0,3.0,241.0,2019-08-29,Jaipur
88.0,145.53215582388793,3.11,14.96,17.98,25.08108056154356,0.48,1.79,3.28,160.0,2015.0,9.0,22.0,1.0,265.0,2015-09-22,Hyderabad
158.245,289.98,41.43,76.42499999999998,59.64,62.17999999999999,1.25,19.08,21.975,398.5,2016.0,12.0,1.0,3.0,336.0,2016-12-01,Delhi
30.74,62.10260377718282,7.62,13.2,15.786620302442998,18.466385192162534,1.09,3.0,2.9,61.0,2017.0,7.0,5.0,2.0,186.0,2017-07-05,Lucknow
27.07,65.19,7.54,28.21,0.0,26.09,0.13,5.54,2.27,66.0,2017.0,3.0,12.0,6.0,71.0,2017-03-12,Bengaluru
28.93,58.8,13.13,20.51,29.64,12.89,0.64,11.05,8.47,80.0,2018.0,9.0,2.0,6.0,245.0,2018-09-02,Jaipur
33.27,136.51,3.53,14.03,7.846898748569174,10.81,0.78,6.62,1.47,120.0,2017.0,8.0,16.0,2.0,228.0,2017-08-16,Amritsar
47.67,207.72,34.82,64.65,34.67,62.17999999999999,0.32,19.75,4.83,255.0,2017.0,4.0,5.0,2.0,95.0,2017-04-05,Delhi
61.98523251244063,117.28361785663787,13.455154988079036,22.329946152255502,24.847168440435553,24.459493669672383,1.0477286569974862,7.99318317750442,0.0,151.94203252165607,2016.0,12.0,28.0,2.0,363.0,2016-12-28,Ahmedabad
55.2,136.99,3.57,40.49,24.28,15.37,0.74,9.55,19.35,114.0,2019.0,3.0,28.0,3.0,87.0,2019-03-28,Hyderabad
97.96957125209,199.69924175526967,32.0,23.01,55.0,30.273205306984664,0.86,1.77,21.975,247.5318415605352,2015.0,1.0,14.0,2.0,14.0,2015-01-14,Hyderabad
50.08,92.44812428176851,9.39,19.84,15.87,62.17999999999999,0.74,6.89,2.7,101.0,2018.0,7.0,23.0,0.0,204.0,2018-07-23,Chennai
32.64,77.54478136074931,3.75,7.94,10.39,62.17999999999999,1.78,4.2,1.681418254521418,161.0,2015.0,12.0,2.0,2.0,336.0,2015-12-02,Chennai
82.40730908824807,161.71254623729624,17.65781745765249,32.81640238823559,33.33360433159373,28.502384323213164,1.348194227491795,11.60585525468548,6.560588183082018,215.600927855975,2015.0,11.0,28.0,5.0,332.0,2015-11-28,Ahmedabad
90.34,151.27,14.32,24.95,32.4,31.5,2.86,18.04,9.156719486149541,302.0,2019.0,2.0,15.0,4.0,46.0,2019-02-15,Brajrajnagar
47.85,73.05,41.43,24.73,41.49,27.17823242197551,1.16,3.42,0.0,96.0,2019.0,10.0,6.0,6.0,279.0,2019-10-06,Gurugram
40.95,101.25447940216327,6.92,10.47,17.39,17.54505309306205,2.86,19.8,5.08,174.0,2015.0,7.0,31.0,4.0,212.0,2015-07-31,Ahmedabad
59.38,107.2,36.33,67.64,59.39,12.79,1.48,18.63,12.18,120.0,2016.0,12.0,18.0,6.0,353.0,2016-12-18,Visakhapatnam
7.97,33.2,4.26,6.48,7.0,8.66,0.61,6.01,1.06,40.0,2018.0,4.0,14.0,5.0,104.0,2018-04-14,Amaravati
61.4,89.15,6.93,29.86,21.53,14.07,1.1,12.38,6.3213950214299075,99.0,2019.0,10.0,27.0,6.0,300.0,2019-10-27,Bhopal
10.7,37.15,0.5,4.86,2.89,6.29,0.76,1.58,1.4786504929933244,31.605130916149392,2019.0,6.0,3.0,0.0,154.0,2019-06-03,Thiruvananthapuram
36.461765247723875,91.23,7.13,6.97,9.938152050140843,6.71,0.3,18.95,4.939509791577848,76.0,2018.0,7.0,28.0,5.0,209.0,2018-07-28,Jorapokhar
72.36,153.11,16.51,33.08,42.62,46.64,0.97,8.58,2.11,218.0,2018.0,2.0,12.0,0.0,43.0,2018-02-12,Delhi
63.27,260.67,41.43,76.42499999999998,81.08874999999999,31.31,1.5790888116556425,7.91,3.04,252.08550559299238,2018.0,6.0,12.0,1.0,163.0,2018-06-12,Amritsar
73.07,220.08263287354453,32.21,76.42499999999998,38.54,33.691704098760056,2.86,29.545,21.975,398.5,2018.0,12.0,9.0,6.0,343.0,2018-12-09,Ahmedabad
89.52,171.92,18.15,50.78,56.56,20.6,1.51,25.65,4.73,258.0,2016.0,4.0,23.0,5.0,114.0,2016-04-23,Delhi
142.65,263.76,18.97,76.42499999999998,81.08874999999999,50.87,1.6,24.68,21.975,325.0,2018.0,11.0,16.0,4.0,320.0,2018-11-16,Kolkata
10.31,22.89,3.84,14.94,10.97,6.75,0.42,6.72,0.58,41.0,2019.0,8.0,1.0,3.0,213.0,2019-08-01,Hyderabad
37.77,80.81,25.05,10.38,35.74075649002202,9.24,1.28,22.12,7.355972625733557,140.0,2020.0,5.0,11.0,0.0,132.0,2020-05-11,Jorapokhar
61.0,109.39215085806609,6.3,76.42499999999998,81.08874999999999,34.257457239570385,0.88,2.23,0.44,148.75084240814522,2017.0,2.0,28.0,1.0,59.0,2017-02-28,Patna
34.06,45.82,5.54,10.89,8.46,23.06,0.72,4.08,5.73,86.0,2016.0,5.0,13.0,4.0,134.0,2016-05-13,Bengaluru
38.07,74.89191195077092,5.22,13.52,18.37,2.4,1.08,6.29,0.0,82.0,2019.0,5.0,6.0,0.0,126.0,2019-05-06,Chennai
62.851956459275996,129.41249254588934,14.74325650364183,27.412691231522672,29.44324425783111,22.576502891959763,1.1016636903466406,11.794105589615583,6.190741628115916,160.99329161987316,2018.0,6.0,10.0,6.0,161.0,2018-06-10,Talcher
40.7,113.72012094128763,6.58,2.39,4.61,9.338062176255107,1.29,29.545,8.71,182.0,2019.0,6.0,11.0,1.0,162.0,2019-06-11,Patna
44.86,107.68,41.43,37.4,81.08874999999999,23.510951205327956,2.0,15.19,7.117405152014385,108.0,2018.0,9.0,28.0,4.0,271.0,2018-09-28,Mumbai
31.08,136.03,3.96,25.61,16.93,10.92,0.59,12.4,8.143182169633405,126.0,2020.0,3.0,7.0,5.0,67.0,2020-03-07,Bhopal
33.19,33.25,8.91,20.61,26.92,27.84,0.83,5.57,0.72,114.0,2019.0,7.0,31.0,2.0,212.0,2019-07-31,Chennai
13.14,87.6,24.89,11.62,31.57857947126695,8.73,1.27,29.545,8.882592301498448,95.0,2020.0,4.0,25.0,5.0,116.0,2020-04-25,Jorapokhar
73.34284526442345,148.92877939436835,16.46747799827193,30.512707475916045,32.23639033986774,25.383169748879254,1.2681737980230898,12.353770463035517,6.720954478101248,194.96499948386827,2017.0,7.0,9.0,6.0,190.0,2017-07-09,Ahmedabad
40.24,117.1,8.42,17.45,17.77,31.61,0.77,16.21,8.42,119.0,2020.0,4.0,26.0,6.0,117.0,2020-04-26,Delhi
62.38,109.07,8.67,34.51,24.29,14.8,0.63,5.24,3.59,130.0,2019.0,12.0,24.0,1.0,358.0,2019-12-24,Hyderabad
17.0,97.59,10.12,10.29,12.98,15.8,0.91,1.58,0.6994362686399427,36.0,2016.0,7.0,28.0,3.0,210.0,2016-07-28,Bengaluru
72.4645916046495,148.9189556746153,15.657382359252773,29.33265062172768,30.902677842018193,25.443479778435858,1.2385556599202916,12.367900852716275,5.9100605738176455,190.61002174822897,2017.0,3.0,29.0,2.0,88.0,2017-03-29,Ahmedabad
14.13,36.01,4.36,22.64,15.15,13.41,0.27,6.95,4.43,33.0,2018.0,7.0,18.0,2.0,199.0,2018-07-18,Hyderabad
158.245,206.63,39.9,51.44,35.24,33.13,0.63,18.44,6.3,330.0,2017.0,1.0,17.0,1.0,17.0,2017-01-17,Delhi
8.99,13.35,8.83,10.06,18.89,25.25,1.3,8.41,0.04,66.0,2019.0,8.0,4.0,6.0,216.0,2019-08-04,Coimbatore
78.37134285785518,159.34468600924652,16.0951625180979,30.389466560017013,31.30305025512007,27.386876485377798,1.288021239429477,12.183006994705238,5.595720557961499,204.17287663153365,2016.0,3.0,29.0,1.0,89.0,2016-03-29,Ahmedabad
49.98,84.59334125096711,11.95,21.91,31.42,62.17999999999999,0.94,8.6,0.05,96.0,2018.0,11.0,8.0,3.0,312.0,2018-11-08,Chennai
114.86,202.87,41.43,76.42499999999998,81.08874999999999,53.32,1.45,16.2,19.06,256.0,2019.0,3.0,3.0,6.0,62.0,2019-03-03,Kolkata
33.9,46.17,6.38,4.63,11.01,5.88,1.2,10.29,0.2,64.0,2019.0,6.0,17.0,0.0,168.0,2019-06-17,Coimbatore
43.88,137.19,13.38,15.46,28.84,9.99,0.89,2.35,1.34,112.0,2018.0,3.0,18.0,6.0,77.0,2018-03-18,Amritsar
76.4,129.34,2.7,32.77,19.64,10.06,0.69,8.42,6.92,137.0,2019.0,12.0,5.0,3.0,339.0,2019-12-05,Visakhapatnam
20.75,44.38,1.75,5.95,4.57,15.624507340628952,0.93,3.45,1.133577113169281,58.0,2017.0,8.0,16.0,2.0,228.0,2017-08-16,Thiruvananthapuram
52.93,123.25,4.02,42.35,25.79,10.93,0.77,6.46,9.8,152.0,2018.0,10.0,26.0,4.0,299.0,2018-10-26,Visakhapatnam
76.85,116.02,2.42,10.76,7.56,6.01,0.0,21.95,6.0469430149387335,160.0,2019.0,1.0,16.0,2.0,16.0,2019-01-16,Thiruvananthapuram
46.77,121.49353276505622,32.86,75.07,50.24,24.026337056122202,1.53,29.545,21.975,101.0,2019.0,9.0,20.0,4.0,263.0,2019-09-20,Patna
71.74017519984301,145.2554788379714,16.265331919355283,30.085759657009362,31.800072298022087,25.06360789034011,1.2473511534759,12.194236702300373,6.572708062156835,190.22415580573033,2017.0,7.0,29.0,5.0,210.0,2017-07-29,Ahmedabad
9.31,19.98,1.48,3.35,2.36,4.4,0.32,11.83,0.36,24.0,2019.0,8.0,3.0,5.0,215.0,2019-08-03,Amaravati
22.14,62.49,9.73,26.84,23.56,26.7,0.9,11.1,10.16,102.0,2019.0,4.0,17.0,2.0,107.0,2019-04-17,Delhi
22.63,72.7,17.79,11.82,27.96,11.84,0.73,7.16,1.72,66.0,2020.0,3.0,26.0,3.0,86.0,2020-03-26,Amritsar
57.72,106.42,18.86,39.04,57.85,13.54,1.12,10.26,7.611088961735732,108.0,2019.0,11.0,11.0,0.0,315.0,2019-11-11,Mumbai
50.61,111.2,21.49,33.54,55.03,14.75,1.15,14.05,7.978976156626118,116.0,2019.0,10.0,15.0,1.0,288.0,2019-10-15,Mumbai
21.84,53.92,15.32,37.9,32.61,23.04,1.05,13.16,14.47,92.96829432951199,2018.0,8.0,20.0,0.0,232.0,2018-08-20,Visakhapatnam
57.31,122.03,9.51,10.01,19.52,13.0,0.59,13.92,2.96,157.0,2019.0,11.0,22.0,4.0,326.0,2019-11-22,Amritsar
38.09533183911182,83.4,8.34,17.66,16.555236502141042,16.885210950551254,0.07,15.22,4.82239946214122,99.33694551566805,2017.0,7.0,12.0,2.0,193.0,2017-07-12,Jorapokhar
67.83,110.46,41.43,47.14,68.39,12.94,1.86,12.02,5.29,156.0,2020.0,4.0,1.0,2.0,92.0,2020-04-01,Patna
51.32,116.99994426726039,4.16,8.8,8.12,35.18,2.49,3.51,3.31,198.0,2016.0,1.0,24.0,6.0,24.0,2016-01-24,Chennai
34.96,89.32459972597758,12.79,14.19,18.81,23.99,1.75,9.58,3.943659711035707,147.0,2015.0,10.0,17.0,5.0,290.0,2015-10-17,Chennai
111.98,249.14,28.36,67.6,59.01,21.16,1.37,17.52,14.441579895576751,268.0,2019.0,11.0,16.0,5.0,320.0,2019-11-16,Bhopal
125.72,214.04,41.43,17.95,81.08874999999999,21.01,1.27,14.33,7.121214769194921,302.0,2020.0,2.0,22.0,5.0,53.0,2020-02-22,Guwahati
41.65,78.53,10.0,28.6,26.17,15.25,0.81,4.04,1.37,80.0,2019.0,2.0,11.0,0.0,42.0,2019-02-11,Bengaluru
61.79,184.57,25.79,24.41,49.42,14.69,0.01,6.63,1.46,152.0,2018.0,10.0,24.0,2.0,297.0,2018-10-24,Amritsar
31.32,62.394422510972845,11.38,20.74,16.51,62.17999999999999,0.76,6.78,0.06,70.0,2017.0,10.0,27.0,4.0,300.0,2017-10-27,Chennai
46.81,64.32,3.27,3.31,3.9,3.58,1.24,5.66,2.5577472475072227,93.0,2018.0,11.0,18.0,6.0,322.0,2018-11-18,Thiruvananthapuram
17.35,43.50871272863583,2.51,20.01,11.740066557488262,19.527435144311994,2.86,4.92,0.58,73.0,2016.0,9.0,24.0,5.0,268.0,2016-09-24,Lucknow
99.32896229694218,183.99635757712122,38.080679953840516,51.79096196152068,81.08874999999999,37.13481582027043,0.0,9.380608020575323,0.0,219.73540277379925,2015.0,12.0,10.0,3.0,344.0,2015-12-10,Mumbai
21.6,100.65,6.02,28.56,0.0,23.7,0.8,4.33,0.61,44.0,2017.0,6.0,13.0,1.0,164.0,2017-06-13,Bengaluru
73.44,154.65,9.49,62.43,61.78,53.69,1.05,15.88,11.11,138.0,2019.0,12.0,6.0,4.0,340.0,2019-12-06,Jaipur
67.74,157.34,18.21,38.79,20.68,18.16,0.0,10.35,2.88,174.0,2017.0,12.0,20.0,2.0,354.0,2017-12-20,Jaipur
96.28,172.91,20.18,29.21,37.78,32.01,2.86,7.31,16.65,248.0,2015.0,3.0,21.0,5.0,80.0,2015-03-21,Delhi
83.3,181.97,41.43,58.28,81.08874999999999,27.04,1.71,11.53,21.975,173.0,2019.0,11.0,12.0,1.0,316.0,2019-11-12,Kolkata
7.16,26.39,3.86,5.22,5.99,8.62,0.59,6.62,0.95,46.0,2018.0,4.0,13.0,4.0,103.0,2018-04-13,Amaravati
30.09,130.84106492254955,40.33,13.29,52.93,24.180044360773763,2.11,21.48,0.67,294.0,2016.0,8.0,3.0,2.0,216.0,2016-08-03,Patna
52.42,112.6095634232513,6.87,18.53,15.27,7.69,0.82,5.39,14.31,143.0,2020.0,5.0,16.0,5.0,137.0,2020-05-16,Lucknow
66.73,148.3134307701073,24.13,9.13,33.27,26.465695789936717,1.14,5.84,0.78,226.0,2016.0,4.0,17.0,6.0,108.0,2016-04-17,Patna
24.15,73.99,16.42,23.64,40.06,16.11926896619252,1.06,14.13,5.865867004173651,74.0,2018.0,8.0,18.0,5.0,230.0,2018-08-18,Mumbai
108.46,207.8240549344639,29.5,23.21,44.92,31.160014409870882,1.72,8.14,2.68,264.0,2018.0,1.0,21.0,6.0,21.0,2018-01-21,Gurugram
43.56,94.58,10.3,76.42499999999998,70.98,26.92538026131092,2.86,29.545,21.975,398.5,2019.0,11.0,15.0,4.0,319.0,2019-11-15,Ahmedabad
54.24,87.78,5.5,56.1,34.39,17.76,0.98,27.99,0.05,96.0,2019.0,1.0,29.0,1.0,29.0,2019-01-29,Amaravati
52.52,111.72,2.44,39.0,22.19,12.92,0.99,7.25,16.7,120.0,2020.0,2.0,16.0,6.0,47.0,2020-02-16,Visakhapatnam
13.91,48.33,3.61,24.16,15.86,4.78,0.37,14.02,1.26,61.0,2019.0,6.0,11.0,1.0,162.0,2019-06-11,Amaravati
83.86,227.16415899041817,36.74,76.42499999999998,67.88,34.761416841455684,2.86,29.545,21.975,398.5,2017.0,11.0,6.0,0.0,310.0,2017-11-06,Ahmedabad
23.4,53.12,1.09,5.21,3.25,3.13,0.89,2.4,1.9675349944049003,69.0,2019.0,4.0,26.0,4.0,116.0,2019-04-26,Thiruvananthapuram
50.96988735710693,125.99,9.41,10.14,10.99032688855118,7.04,0.33,29.545,8.259794734386674,118.0,2017.0,12.0,22.0,4.0,356.0,2017-12-22,Jorapokhar
71.04,179.51,8.39,24.45,29.19,16.23,0.9,12.89,3.79,150.0,2018.0,6.0,1.0,4.0,152.0,2018-06-01,Jaipur
21.34,35.16,1.74,10.69,7.1,13.38,0.66,14.58,1.42,61.0,2020.0,6.0,30.0,1.0,182.0,2020-06-30,Amaravati
46.847056837022066,100.28785057475034,13.250148332127326,24.335699288085493,27.490829486576786,17.946912000460088,0.949261253780308,11.716282668291,6.6488473799342955,121.9334653779415,2020.0,7.0,1.0,2.0,183.0,2020-07-01,Brajrajnagar
158.245,292.13292942715793,41.43,72.25,81.08874999999999,36.71,2.03,10.0,2.33,387.0,2018.0,11.0,28.0,2.0,332.0,2018-11-28,Lucknow
